Subregion,Region,Lat,Long,Day,Count
Hebei,China,39.549,116.1306,2020-02-12,251
Fujian,China,26.0789,117.9874,2020-02-12,272
Guangxi,China,23.8298,108.7881,2020-02-12,222
Shaanxi,China,35.1917,108.8701,2020-02-12,225
Yunnan,China,24.974,101.487,2020-02-12,154
Hainan,China,19.1959,109.7453,2020-02-12,157
Guizhou,China,26.8154,106.8748,2020-02-12,133
Tianjin,China,39.3054,117.323,2020-02-12,112
Shanxi,China,37.5777,112.2922,2020-02-12,126
Gansu,China,37.8099,101.0583,2020-02-12,87
Hong Kong,China,22.3,114.2,2020-02-12,50
Liaoning,China,41.2956,122.6085,2020-02-12,116
Jilin,China,43.6661,126.1923,2020-02-12,83
Xinjiang,China,41.1129,85.2401,2020-02-12,59
Inner Mongolia,China,44.0935,113.9448,2020-02-12,60
Ningxia,China,37.2692,106.1655,2020-02-12,58
All,Taiwan*,23.7,121,2020-02-12,18
All,Vietnam,16,108,2020-02-12,15
All,Russia,60,90,2020-02-12,2
Qinghai,China,35.7452,95.9956,2020-02-12,18
Macau,China,22.1667,113.55,2020-02-12,10
Tibet,China,31.6927,88.0924,2020-02-12,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-02-12,9
All,Thailand,15,101,2020-02-13,33
All,Japan,36,138,2020-02-13,28
All,Singapore,1.2833,103.8333,2020-02-13,58
All,Nepal,28.1667,84.25,2020-02-13,1
All,Malaysia,2.5,112.5,2020-02-13,19
British Columbia,Canada,49.2827,-123.1207,2020-02-13,4
New South Wales,Australia,-33.8688,151.2093,2020-02-13,4
Victoria,Australia,-37.8136,144.9631,2020-02-13,4
Queensland,Australia,-28.0167,153.4,2020-02-13,5
All,Cambodia,11.55,104.9167,2020-02-13,1
All,Sri Lanka,7,81,2020-02-13,1
All,Germany,51,9,2020-02-13,16
All,Finland,64,26,2020-02-13,1
All,United Arab Emirates,24,54,2020-02-13,8
All,Philippines,13,122,2020-02-13,3
All,India,21,78,2020-02-13,3
All,Italy,43,12,2020-02-13,3
All,Sweden,63,16,2020-02-13,1
All,Spain,40,-4,2020-02-13,2
South Australia,Australia,-34.9285,138.6007,2020-02-13,2
All,Belgium,50.8333,4,2020-02-13,1
Ontario,Canada,51.2538,-85.3232,2020-02-13,3
Hubei,China,30.9756,112.2707,2020-02-13,48206
All,"Korea, South",36,128,2020-02-13,28
France,France,46.2276,2.2137,2020-02-13,11
Guangdong,China,23.3417,113.4244,2020-02-13,1241
Henan,China,33.882,113.614,2020-02-13,1169
Zhejiang,China,29.1832,120.0934,2020-02-13,1145
Hunan,China,27.6104,111.7088,2020-02-13,968
Anhui,China,31.8257,117.2264,2020-02-13,910
Jiangxi,China,27.614,115.7221,2020-02-13,872
Shandong,China,36.3427,118.1498,2020-02-13,509
Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-13,175
Jiangsu,China,32.9711,119.455,2020-02-13,570
Chongqing,China,30.0572,107.874,2020-02-13,529
Sichuan,China,30.6171,102.7103,2020-02-13,451
Heilongjiang,China,47.862,127.7615,2020-02-13,395
Beijing,China,40.1824,116.4142,2020-02-13,366
Shanghai,China,31.202,121.4491,2020-02-13,315
Hebei,China,39.549,116.1306,2020-02-13,265
Fujian,China,26.0789,117.9874,2020-02-13,279
Guangxi,China,23.8298,108.7881,2020-02-13,222
Shaanxi,China,35.1917,108.8701,2020-02-13,229
Yunnan,China,24.974,101.487,2020-02-13,156
Hainan,China,19.1959,109.7453,2020-02-13,157
Guizhou,China,26.8154,106.8748,2020-02-13,135
Tianjin,China,39.3054,117.323,2020-02-13,119
Shanxi,China,37.5777,112.2922,2020-02-13,126
Gansu,China,37.8099,101.0583,2020-02-13,90
Hong Kong,China,22.3,114.2,2020-02-13,53
Liaoning,China,41.2956,122.6085,2020-02-13,117
Jilin,China,43.6661,126.1923,2020-02-13,84
Xinjiang,China,41.1129,85.2401,2020-02-13,63
Inner Mongolia,China,44.0935,113.9448,2020-02-13,61
Ningxia,China,37.2692,106.1655,2020-02-13,64
All,Taiwan*,23.7,121,2020-02-13,18
All,Vietnam,16,108,2020-02-13,16
All,Russia,60,90,2020-02-13,2
Qinghai,China,35.7452,95.9956,2020-02-13,18
Macau,China,22.1667,113.55,2020-02-13,10
Tibet,China,31.6927,88.0924,2020-02-13,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-02-13,9
All,Thailand,15,101,2020-02-14,33
All,Japan,36,138,2020-02-14,29
All,Singapore,1.2833,103.8333,2020-02-14,67
All,Nepal,28.1667,84.25,2020-02-14,1
All,Malaysia,2.5,112.5,2020-02-14,19
British Columbia,Canada,49.2827,-123.1207,2020-02-14,4
New South Wales,Australia,-33.8688,151.2093,2020-02-14,4
Victoria,Australia,-37.8136,144.9631,2020-02-14,4
Queensland,Australia,-28.0167,153.4,2020-02-14,5
All,Cambodia,11.55,104.9167,2020-02-14,1
All,Sri Lanka,7,81,2020-02-14,1
All,Germany,51,9,2020-02-14,16
All,Finland,64,26,2020-02-14,1
All,United Arab Emirates,24,54,2020-02-14,8
All,Philippines,13,122,2020-02-14,3
All,India,21,78,2020-02-14,3
All,Italy,43,12,2020-02-14,3
All,Sweden,63,16,2020-02-14,1
All,Spain,40,-4,2020-02-14,2
South Australia,Australia,-34.9285,138.6007,2020-02-14,2
All,Belgium,50.8333,4,2020-02-14,1
All,Egypt,26,30,2020-02-14,1
Ontario,Canada,51.2538,-85.3232,2020-02-14,3
Hubei,China,30.9756,112.2707,2020-02-14,54406
All,"Korea, South",36,128,2020-02-14,28
France,France,46.2276,2.2137,2020-02-14,11
Guangdong,China,23.3417,113.4244,2020-02-14,1261
Henan,China,33.882,113.614,2020-02-14,1184
Zhejiang,China,29.1832,120.0934,2020-02-14,1155
Hunan,China,27.6104,111.7088,2020-02-14,988
Anhui,China,31.8257,117.2264,2020-02-14,934
Jiangxi,China,27.614,115.7221,2020-02-14,900
Shandong,China,36.3427,118.1498,2020-02-14,523
Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-14,218
Jiangsu,China,32.9711,119.455,2020-02-14,593
Chongqing,China,30.0572,107.874,2020-02-14,537
Sichuan,China,30.6171,102.7103,2020-02-14,463
Heilongjiang,China,47.862,127.7615,2020-02-14,419
Beijing,China,40.1824,116.4142,2020-02-14,372
Shanghai,China,31.202,121.4491,2020-02-14,318
Hebei,China,39.549,116.1306,2020-02-14,283
Fujian,China,26.0789,117.9874,2020-02-14,281
Guangxi,China,23.8298,108.7881,2020-02-14,226
Shaanxi,China,35.1917,108.8701,2020-02-14,230
Yunnan,China,24.974,101.487,2020-02-14,162
Hainan,China,19.1959,109.7453,2020-02-14,159
Guizhou,China,26.8154,106.8748,2020-02-14,140
Tianjin,China,39.3054,117.323,2020-02-14,120
Shanxi,China,37.5777,112.2922,2020-02-14,127
Gansu,China,37.8099,101.0583,2020-02-14,90
Hong Kong,China,22.3,114.2,2020-02-14,56
Liaoning,China,41.2956,122.6085,2020-02-14,119
Jilin,China,43.6661,126.1923,2020-02-14,86
Xinjiang,China,41.1129,85.2401,2020-02-14,65
Inner Mongolia,China,44.0935,113.9448,2020-02-14,65
Ningxia,China,37.2692,106.1655,2020-02-14,67
All,Taiwan*,23.7,121,2020-02-14,18
All,Vietnam,16,108,2020-02-14,16
All,Russia,60,90,2020-02-14,2
Qinghai,China,35.7452,95.9956,2020-02-14,18
Macau,China,22.1667,113.55,2020-02-14,10
Tibet,China,31.6927,88.0924,2020-02-14,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-02-14,9
All,Thailand,15,101,2020-02-15,33
All,Japan,36,138,2020-02-15,43
All,Singapore,1.2833,103.8333,2020-02-15,72
All,Nepal,28.1667,84.25,2020-02-15,1
All,Malaysia,2.5,112.5,2020-02-15,22
British Columbia,Canada,49.2827,-123.1207,2020-02-15,4
New South Wales,Australia,-33.8688,151.2093,2020-02-15,4
Victoria,Australia,-37.8136,144.9631,2020-02-15,4
Queensland,Australia,-28.0167,153.4,2020-02-15,5
All,Cambodia,11.55,104.9167,2020-02-15,1
All,Sri Lanka,7,81,2020-02-15,1
All,Germany,51,9,2020-02-15,16
All,Finland,64,26,2020-02-15,1
All,United Arab Emirates,24,54,2020-02-15,8
All,Philippines,13,122,2020-02-15,3
All,India,21,78,2020-02-15,3
All,Italy,43,12,2020-02-15,3
All,Sweden,63,16,2020-02-15,1
All,Spain,40,-4,2020-02-15,2
South Australia,Australia,-34.9285,138.6007,2020-02-15,2
All,Belgium,50.8333,4,2020-02-15,1
All,Egypt,26,30,2020-02-15,1
Ontario,Canada,51.2538,-85.3232,2020-02-15,3
Hubei,China,30.9756,112.2707,2020-02-15,56249
All,"Korea, South",36,128,2020-02-15,28
France,France,46.2276,2.2137,2020-02-15,12
Guangdong,China,23.3417,113.4244,2020-02-15,1294
Henan,China,33.882,113.614,2020-02-15,1212
Zhejiang,China,29.1832,120.0934,2020-02-15,1162
Hunan,China,27.6104,111.7088,2020-02-15,1001
Anhui,China,31.8257,117.2264,2020-02-15,950
Jiangxi,China,27.614,115.7221,2020-02-15,913
Shandong,China,36.3427,118.1498,2020-02-15,532
Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-15,285
Jiangsu,China,32.9711,119.455,2020-02-15,604
Chongqing,China,30.0572,107.874,2020-02-15,544
Sichuan,China,30.6171,102.7103,2020-02-15,470
Heilongjiang,China,47.862,127.7615,2020-02-15,425
Beijing,China,40.1824,116.4142,2020-02-15,375
Shanghai,China,31.202,121.4491,2020-02-15,326
Hebei,China,39.549,116.1306,2020-02-15,291
Fujian,China,26.0789,117.9874,2020-02-15,285
Guangxi,China,23.8298,108.7881,2020-02-15,235
Shaanxi,China,35.1917,108.8701,2020-02-15,232
Yunnan,China,24.974,101.487,2020-02-15,168
Hainan,China,19.1959,109.7453,2020-02-15,162
Guizhou,China,26.8154,106.8748,2020-02-15,143
Tianjin,China,39.3054,117.323,2020-02-15,122
Shanxi,China,37.5777,112.2922,2020-02-15,128
Gansu,China,37.8099,101.0583,2020-02-15,90
Hong Kong,China,22.3,114.2,2020-02-15,56
Liaoning,China,41.2956,122.6085,2020-02-15,119
Jilin,China,43.6661,126.1923,2020-02-15,88
Xinjiang,China,41.1129,85.2401,2020-02-15,70
Inner Mongolia,China,44.0935,113.9448,2020-02-15,68
Ningxia,China,37.2692,106.1655,2020-02-15,70
All,Taiwan*,23.7,121,2020-02-15,18
All,Vietnam,16,108,2020-02-15,16
All,Russia,60,90,2020-02-15,2
Qinghai,China,35.7452,95.9956,2020-02-15,18
Macau,China,22.1667,113.55,2020-02-15,10
Tibet,China,31.6927,88.0924,2020-02-15,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-02-15,9
All,Thailand,15,101,2020-02-16,34
All,Japan,36,138,2020-02-16,59
All,Singapore,1.2833,103.8333,2020-02-16,75
All,Nepal,28.1667,84.25,2020-02-16,1
All,Malaysia,2.5,112.5,2020-02-16,22
British Columbia,Canada,49.2827,-123.1207,2020-02-16,4
New South Wales,Australia,-33.8688,151.2093,2020-02-16,4
Victoria,Australia,-37.8136,144.9631,2020-02-16,4
Queensland,Australia,-28.0167,153.4,2020-02-16,5
All,Cambodia,11.55,104.9167,2020-02-16,1
All,Sri Lanka,7,81,2020-02-16,1
All,Germany,51,9,2020-02-16,16
All,Finland,64,26,2020-02-16,1
All,United Arab Emirates,24,54,2020-02-16,9
All,Philippines,13,122,2020-02-16,3
All,India,21,78,2020-02-16,3
All,Italy,43,12,2020-02-16,3
All,Sweden,63,16,2020-02-16,1
All,Spain,40,-4,2020-02-16,2
South Australia,Australia,-34.9285,138.6007,2020-02-16,2
All,Belgium,50.8333,4,2020-02-16,1
All,Egypt,26,30,2020-02-16,1
Ontario,Canada,51.2538,-85.3232,2020-02-16,3
Hubei,China,30.9756,112.2707,2020-02-16,58182
All,"Korea, South",36,128,2020-02-16,29
France,France,46.2276,2.2137,2020-02-16,12
Guangdong,China,23.3417,113.4244,2020-02-16,1316
Henan,China,33.882,113.614,2020-02-16,1231
Zhejiang,China,29.1832,120.0934,2020-02-16,1167
Hunan,China,27.6104,111.7088,2020-02-16,1004
Anhui,China,31.8257,117.2264,2020-02-16,962
Jiangxi,China,27.614,115.7221,2020-02-16,925
Shandong,China,36.3427,118.1498,2020-02-16,537
Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-16,355
Jiangsu,China,32.9711,119.455,2020-02-16,617
Chongqing,China,30.0572,107.874,2020-02-16,551
Sichuan,China,30.6171,102.7103,2020-02-16,481
Heilongjiang,China,47.862,127.7615,2020-02-16,445
Beijing,China,40.1824,116.4142,2020-02-16,380
Shanghai,China,31.202,121.4491,2020-02-16,328
Hebei,China,39.549,116.1306,2020-02-16,300
Fujian,China,26.0789,117.9874,2020-02-16,287
Guangxi,China,23.8298,108.7881,2020-02-16,237
Shaanxi,China,35.1917,108.8701,2020-02-16,236
Yunnan,China,24.974,101.487,2020-02-16,171
Hainan,China,19.1959,109.7453,2020-02-16,162
Guizhou,China,26.8154,106.8748,2020-02-16,144
Tianjin,China,39.3054,117.323,2020-02-16,124
Shanxi,China,37.5777,112.2922,2020-02-16,129
Gansu,China,37.8099,101.0583,2020-02-16,90
Hong Kong,China,22.3,114.2,2020-02-16,57
Liaoning,China,41.2956,122.6085,2020-02-16,121
Jilin,China,43.6661,126.1923,2020-02-16,89
Xinjiang,China,41.1129,85.2401,2020-02-16,71
Inner Mongolia,China,44.0935,113.9448,2020-02-16,70
Ningxia,China,37.2692,106.1655,2020-02-16,70
All,Taiwan*,23.7,121,2020-02-16,20
All,Vietnam,16,108,2020-02-16,16
All,Russia,60,90,2020-02-16,2
Qinghai,China,35.7452,95.9956,2020-02-16,18
Macau,China,22.1667,113.55,2020-02-16,10
Tibet,China,31.6927,88.0924,2020-02-16,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-02-16,9
All,Thailand,15,101,2020-02-17,35
All,Japan,36,138,2020-02-17,66
All,Singapore,1.2833,103.8333,2020-02-17,77
All,Nepal,28.1667,84.25,2020-02-17,1
All,Malaysia,2.5,112.5,2020-02-17,22
British Columbia,Canada,49.2827,-123.1207,2020-02-17,5
New South Wales,Australia,-33.8688,151.2093,2020-02-17,4
Victoria,Australia,-37.8136,144.9631,2020-02-17,4
Queensland,Australia,-28.0167,153.4,2020-02-17,5
All,Cambodia,11.55,104.9167,2020-02-17,1
All,Sri Lanka,7,81,2020-02-17,1
All,Germany,51,9,2020-02-17,16
All,Finland,64,26,2020-02-17,1
All,United Arab Emirates,24,54,2020-02-17,9
All,Philippines,13,122,2020-02-17,3
All,India,21,78,2020-02-17,3
All,Italy,43,12,2020-02-17,3
All,Sweden,63,16,2020-02-17,1
All,Spain,40,-4,2020-02-17,2
South Australia,Australia,-34.9285,138.6007,2020-02-17,2
All,Belgium,50.8333,4,2020-02-17,1
All,Egypt,26,30,2020-02-17,1
Ontario,Canada,51.2538,-85.3232,2020-02-17,3
Hubei,China,30.9756,112.2707,2020-02-17,59989
All,"Korea, South",36,128,2020-02-17,30
France,France,46.2276,2.2137,2020-02-17,12
Guangdong,China,23.3417,113.4244,2020-02-17,1322
Henan,China,33.882,113.614,2020-02-17,1246
Zhejiang,China,29.1832,120.0934,2020-02-17,1171
Hunan,China,27.6104,111.7088,2020-02-17,1006
Anhui,China,31.8257,117.2264,2020-02-17,973
Jiangxi,China,27.614,115.7221,2020-02-17,930
Shandong,China,36.3427,118.1498,2020-02-17,541
Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-17,454
Jiangsu,China,32.9711,119.455,2020-02-17,626
Chongqing,China,30.0572,107.874,2020-02-17,553
Sichuan,China,30.6171,102.7103,2020-02-17,495
Heilongjiang,China,47.862,127.7615,2020-02-17,457
Beijing,China,40.1824,116.4142,2020-02-17,381
Shanghai,China,31.202,121.4491,2020-02-17,333
Hebei,China,39.549,116.1306,2020-02-17,301
Fujian,China,26.0789,117.9874,2020-02-17,290
Guangxi,China,23.8298,108.7881,2020-02-17,238
Shaanxi,China,35.1917,108.8701,2020-02-17,240
Yunnan,China,24.974,101.487,2020-02-17,171
Hainan,China,19.1959,109.7453,2020-02-17,163
Guizhou,China,26.8154,106.8748,2020-02-17,146
Tianjin,China,39.3054,117.323,2020-02-17,125
Shanxi,China,37.5777,112.2922,2020-02-17,130
Gansu,China,37.8099,101.0583,2020-02-17,91
Hong Kong,China,22.3,114.2,2020-02-17,60
Liaoning,China,41.2956,122.6085,2020-02-17,121
Jilin,China,43.6661,126.1923,2020-02-17,89
Xinjiang,China,41.1129,85.2401,2020-02-17,75
Inner Mongolia,China,44.0935,113.9448,2020-02-17,72
Ningxia,China,37.2692,106.1655,2020-02-17,70
All,Taiwan*,23.7,121,2020-02-17,22
All,Vietnam,16,108,2020-02-17,16
All,Russia,60,90,2020-02-17,2
Qinghai,China,35.7452,95.9956,2020-02-17,18
Macau,China,22.1667,113.55,2020-02-17,10
Tibet,China,31.6927,88.0924,2020-02-17,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-02-17,9
All,Thailand,15,101,2020-02-18,35
All,Japan,36,138,2020-02-18,74
All,Singapore,1.2833,103.8333,2020-02-18,81
All,Nepal,28.1667,84.25,2020-02-18,1
All,Malaysia,2.5,112.5,2020-02-18,22
British Columbia,Canada,49.2827,-123.1207,2020-02-18,5
New South Wales,Australia,-33.8688,151.2093,2020-02-18,4
Victoria,Australia,-37.8136,144.9631,2020-02-18,4
Queensland,Australia,-28.0167,153.4,2020-02-18,5
All,Cambodia,11.55,104.9167,2020-02-18,1
All,Sri Lanka,7,81,2020-02-18,1
All,Germany,51,9,2020-02-18,16
All,Finland,64,26,2020-02-18,1
All,United Arab Emirates,24,54,2020-02-18,9
All,Philippines,13,122,2020-02-18,3
All,India,21,78,2020-02-18,3
All,Italy,43,12,2020-02-18,3
All,Sweden,63,16,2020-02-18,1
All,Spain,40,-4,2020-02-18,2
South Australia,Australia,-34.9285,138.6007,2020-02-18,2
All,Belgium,50.8333,4,2020-02-18,1
All,Egypt,26,30,2020-02-18,1
Ontario,Canada,51.2538,-85.3232,2020-02-18,3
Hubei,China,30.9756,112.2707,2020-02-18,61682
All,"Korea, South",36,128,2020-02-18,31
France,France,46.2276,2.2137,2020-02-18,12
Guangdong,China,23.3417,113.4244,2020-02-18,1328
Henan,China,33.882,113.614,2020-02-18,1257
Zhejiang,China,29.1832,120.0934,2020-02-18,1172
Hunan,China,27.6104,111.7088,2020-02-18,1007
Anhui,China,31.8257,117.2264,2020-02-18,982
Jiangxi,China,27.614,115.7221,2020-02-18,933
Shandong,China,36.3427,118.1498,2020-02-18,543
Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-18,542
Jiangsu,China,32.9711,119.455,2020-02-18,629
Chongqing,China,30.0572,107.874,2020-02-18,555
Sichuan,China,30.6171,102.7103,2020-02-18,508
Heilongjiang,China,47.862,127.7615,2020-02-18,464
Beijing,China,40.1824,116.4142,2020-02-18,387
Shanghai,China,31.202,121.4491,2020-02-18,333
Hebei,China,39.549,116.1306,2020-02-18,306
Fujian,China,26.0789,117.9874,2020-02-18,292
Guangxi,China,23.8298,108.7881,2020-02-18,242
Shaanxi,China,35.1917,108.8701,2020-02-18,240
Yunnan,China,24.974,101.487,2020-02-18,172
Hainan,China,19.1959,109.7453,2020-02-18,163
Guizhou,China,26.8154,106.8748,2020-02-18,146
Tianjin,China,39.3054,117.323,2020-02-18,128
Shanxi,China,37.5777,112.2922,2020-02-18,131
Gansu,China,37.8099,101.0583,2020-02-18,91
Hong Kong,China,22.3,114.2,2020-02-18,62
Liaoning,China,41.2956,122.6085,2020-02-18,121
Jilin,China,43.6661,126.1923,2020-02-18,89
Xinjiang,China,41.1129,85.2401,2020-02-18,76
Inner Mongolia,China,44.0935,113.9448,2020-02-18,73
Ningxia,China,37.2692,106.1655,2020-02-18,70
All,Taiwan*,23.7,121,2020-02-18,22
All,Vietnam,16,108,2020-02-18,16
All,Russia,60,90,2020-02-18,2
Qinghai,China,35.7452,95.9956,2020-02-18,18
Macau,China,22.1667,113.55,2020-02-18,10
Tibet,China,31.6927,88.0924,2020-02-18,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-02-18,9
All,Thailand,15,101,2020-02-19,35
All,Japan,36,138,2020-02-19,84
All,Singapore,1.2833,103.8333,2020-02-19,84
All,Nepal,28.1667,84.25,2020-02-19,1
All,Malaysia,2.5,112.5,2020-02-19,22
British Columbia,Canada,49.2827,-123.1207,2020-02-19,5
New South Wales,Australia,-33.8688,151.2093,2020-02-19,4
Victoria,Australia,-37.8136,144.9631,2020-02-19,4
Queensland,Australia,-28.0167,153.4,2020-02-19,5
All,Cambodia,11.55,104.9167,2020-02-19,1
All,Sri Lanka,7,81,2020-02-19,1
All,Germany,51,9,2020-02-19,16
All,Finland,64,26,2020-02-19,1
All,United Arab Emirates,24,54,2020-02-19,9
All,Philippines,13,122,2020-02-19,3
All,India,21,78,2020-02-19,3
All,Italy,43,12,2020-02-19,3
All,Sweden,63,16,2020-02-19,1
All,Spain,40,-4,2020-02-19,2
South Australia,Australia,-34.9285,138.6007,2020-02-19,2
All,Belgium,50.8333,4,2020-02-19,1
All,Egypt,26,30,2020-02-19,1
Ontario,Canada,51.2538,-85.3232,2020-02-19,3
Hubei,China,30.9756,112.2707,2020-02-19,62031
All,Iran,32,53,2020-02-19,2
All,"Korea, South",36,128,2020-02-19,31
France,France,46.2276,2.2137,2020-02-19,12
Guangdong,China,23.3417,113.4244,2020-02-19,1331
Henan,China,33.882,113.614,2020-02-19,1262
Zhejiang,China,29.1832,120.0934,2020-02-19,1174
Hunan,China,27.6104,111.7088,2020-02-19,1008
Anhui,China,31.8257,117.2264,2020-02-19,986
Jiangxi,China,27.614,115.7221,2020-02-19,934
Shandong,China,36.3427,118.1498,2020-02-19,544
Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-19,621
Jiangsu,China,32.9711,119.455,2020-02-19,631
Chongqing,China,30.0572,107.874,2020-02-19,560
Sichuan,China,30.6171,102.7103,2020-02-19,514
Heilongjiang,China,47.862,127.7615,2020-02-19,470
Beijing,China,40.1824,116.4142,2020-02-19,393
Shanghai,China,31.202,121.4491,2020-02-19,333
Hebei,China,39.549,116.1306,2020-02-19,306
Fujian,China,26.0789,117.9874,2020-02-19,293
Guangxi,China,23.8298,108.7881,2020-02-19,244
Shaanxi,China,35.1917,108.8701,2020-02-19,242
Yunnan,China,24.974,101.487,2020-02-19,172
Hainan,China,19.1959,109.7453,2020-02-19,168
Guizhou,China,26.8154,106.8748,2020-02-19,146
Tianjin,China,39.3054,117.323,2020-02-19,130
Shanxi,China,37.5777,112.2922,2020-02-19,131
Gansu,China,37.8099,101.0583,2020-02-19,91
Hong Kong,China,22.3,114.2,2020-02-19,63
Liaoning,China,41.2956,122.6085,2020-02-19,121
Jilin,China,43.6661,126.1923,2020-02-19,90
Xinjiang,China,41.1129,85.2401,2020-02-19,76
Inner Mongolia,China,44.0935,113.9448,2020-02-19,75
Ningxia,China,37.2692,106.1655,2020-02-19,71
All,Taiwan*,23.7,121,2020-02-19,23
All,Vietnam,16,108,2020-02-19,16
All,Russia,60,90,2020-02-19,2
Qinghai,China,35.7452,95.9956,2020-02-19,18
Macau,China,22.1667,113.55,2020-02-19,10
Tibet,China,31.6927,88.0924,2020-02-19,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-02-19,9
All,Thailand,15,101,2020-02-20,35
All,Japan,36,138,2020-02-20,94
All,Singapore,1.2833,103.8333,2020-02-20,84
All,Nepal,28.1667,84.25,2020-02-20,1
All,Malaysia,2.5,112.5,2020-02-20,22
British Columbia,Canada,49.2827,-123.1207,2020-02-20,5
New South Wales,Australia,-33.8688,151.2093,2020-02-20,4
Victoria,Australia,-37.8136,144.9631,2020-02-20,4
Queensland,Australia,-28.0167,153.4,2020-02-20,5
All,Cambodia,11.55,104.9167,2020-02-20,1
All,Sri Lanka,7,81,2020-02-20,1
All,Germany,51,9,2020-02-20,16
All,Finland,64,26,2020-02-20,1
All,United Arab Emirates,24,54,2020-02-20,9
All,Philippines,13,122,2020-02-20,3
All,India,21,78,2020-02-20,3
All,Italy,43,12,2020-02-20,3
All,Sweden,63,16,2020-02-20,1
All,Spain,40,-4,2020-02-20,2
South Australia,Australia,-34.9285,138.6007,2020-02-20,2
All,Belgium,50.8333,4,2020-02-20,1
All,Egypt,26,30,2020-02-20,1
Ontario,Canada,51.2538,-85.3232,2020-02-20,3
Hubei,China,30.9756,112.2707,2020-02-20,62442
All,Iran,32,53,2020-02-20,5
All,"Korea, South",36,128,2020-02-20,104
France,France,46.2276,2.2137,2020-02-20,12
Guangdong,China,23.3417,113.4244,2020-02-20,1332
Henan,China,33.882,113.614,2020-02-20,1265
Zhejiang,China,29.1832,120.0934,2020-02-20,1175
Hunan,China,27.6104,111.7088,2020-02-20,1010
Anhui,China,31.8257,117.2264,2020-02-20,987
Jiangxi,China,27.614,115.7221,2020-02-20,934
Shandong,China,36.3427,118.1498,2020-02-20,546
Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-20,634
Jiangsu,China,32.9711,119.455,2020-02-20,631
Chongqing,China,30.0572,107.874,2020-02-20,567
Sichuan,China,30.6171,102.7103,2020-02-20,520
Heilongjiang,China,47.862,127.7615,2020-02-20,476
Beijing,China,40.1824,116.4142,2020-02-20,395
Shanghai,China,31.202,121.4491,2020-02-20,334
Hebei,China,39.549,116.1306,2020-02-20,307
Fujian,China,26.0789,117.9874,2020-02-20,293
Guangxi,China,23.8298,108.7881,2020-02-20,245
Shaanxi,China,35.1917,108.8701,2020-02-20,245
Yunnan,China,24.974,101.487,2020-02-20,174
Hainan,China,19.1959,109.7453,2020-02-20,168
Guizhou,China,26.8154,106.8748,2020-02-20,146
Tianjin,China,39.3054,117.323,2020-02-20,131
Shanxi,China,37.5777,112.2922,2020-02-20,132
Gansu,China,37.8099,101.0583,2020-02-20,91
Hong Kong,China,22.3,114.2,2020-02-20,68
Liaoning,China,41.2956,122.6085,2020-02-20,121
Jilin,China,43.6661,126.1923,2020-02-20,91
Xinjiang,China,41.1129,85.2401,2020-02-20,76
Inner Mongolia,China,44.0935,113.9448,2020-02-20,75
Ningxia,China,37.2692,106.1655,2020-02-20,71
All,Taiwan*,23.7,121,2020-02-20,24
All,Vietnam,16,108,2020-02-20,16
All,Russia,60,90,2020-02-20,2
Qinghai,China,35.7452,95.9956,2020-02-20,18
Macau,China,22.1667,113.55,2020-02-20,10
Tibet,China,31.6927,88.0924,2020-02-20,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-02-20,9
All,Thailand,15,101,2020-02-21,35
All,Japan,36,138,2020-02-21,105
All,Singapore,1.2833,103.8333,2020-02-21,85
All,Nepal,28.1667,84.25,2020-02-21,1
All,Malaysia,2.5,112.5,2020-02-21,22
British Columbia,Canada,49.2827,-123.1207,2020-02-21,6
New South Wales,Australia,-33.8688,151.2093,2020-02-21,4
Victoria,Australia,-37.8136,144.9631,2020-02-21,4
Queensland,Australia,-28.0167,153.4,2020-02-21,5
All,Cambodia,11.55,104.9167,2020-02-21,1
All,Sri Lanka,7,81,2020-02-21,1
All,Germany,51,9,2020-02-21,16
All,Finland,64,26,2020-02-21,1
All,United Arab Emirates,24,54,2020-02-21,9
All,Philippines,13,122,2020-02-21,3
All,India,21,78,2020-02-21,3
All,Italy,43,12,2020-02-21,20
All,Sweden,63,16,2020-02-21,1
All,Spain,40,-4,2020-02-21,2
South Australia,Australia,-34.9285,138.6007,2020-02-21,2
All,Belgium,50.8333,4,2020-02-21,1
All,Egypt,26,30,2020-02-21,1
From Diamond Princess,Australia,35.4437,139.638,2020-02-21,4
All,Lebanon,33.8547,35.8623,2020-02-21,1
All,Israel,31,35,2020-02-21,1
